subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard
English	3	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.3.7	"Explain how specific aspects of a text‰Ûªs illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting)."
English	3	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.3.9	"Compare and contrast the themes, settings, and plots of stories written by the same author about the same or similar characters (e.g., in books from a series)."
English	3	Reading: Literature	RL	Range of Reading and Complexity of Text	RL.3.10	"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 2‰ÛÒ3 text complexity band independently and proficiently."
English	3	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.3.1	"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 3 topics and texts, building on others‰Ûª ideas and expressing their own clearly."
English	3	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.3.1.A	"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion."
English	3	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.3.1.B	"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion)."
English	3	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.3.1.C	"Ask questions to check understanding of information presented, stay on topic, and link their comments to the remarks of others."
English	3	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.3.1.D	Explain their own ideas and understanding in light of the discussion.
English	3	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.3.2	"Determine the main ideas and supporting details of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally."
English	3	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.3.3	"Ask and answer questions about information from a speaker, offering appropriate elaboration and detail."
English	3	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.3.4	"Report on a topic or text, tell a story, or recount an experience with appropriate facts and relevant, descriptive details, speaking clearly at an understandable pace."
English	3	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.3.5	Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details.
English	3	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.3.6	Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification.
English	3	Writing	W	Text Types and Purposes	W.3.1	"Write opinion pieces on topics or texts, supporting a point of view with reasons."
English	3	Writing	W	Text Types and Purposes	W.3.1.A	"Introduce the topic or text they are writing about, state an opinion, and create an organizational structure that lists reasons."
English	3	Writing	W	Text Types and Purposes	W.3.1.B	Provide reasons that support the opinion.
English	3	Writing	W	Text Types and Purposes	W.3.1.C	"Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons."
English	3	Writing	W	Text Types and Purposes	W.3.1.D	Provide a concluding statement or section.
English	3	Writing	W	Text Types and Purposes	W.3.2	Write informative/explanatory texts to examine a topic and convey ideas and information clearly.
English	3	Writing	W	Text Types and Purposes	W.3.2.A	Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.
English	3	Writing	W	Text Types and Purposes	W.3.2.B	"Develop the topic with facts, definitions, and details."
English	3	Writing	W	Text Types and Purposes	W.3.2.C	"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information."
English	3	Writing	W	Text Types and Purposes	W.3.2.D	Provide a concluding statement or section.
English	3	Writing	W	Text Types and Purposes	W.3.3	"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences."
English	3	Writing	W	Text Types and Purposes	W.3.3.A	Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.
English	3	Writing	W	Text Types and Purposes	W.3.3.B	"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations."
English	3	Writing	W	Text Types and Purposes	W.3.3.C	Use temporal words and phrases to signal event order.
English	3	Writing	W	Text Types and Purposes	W.3.3.D	Provide a sense of closure.
English	3	Writing	W	Production and Distribution of Writing	W.3.4	"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose."
English	3	Writing	W	Production and Distribution of Writing	W.3.5	"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing."
English	3	Writing	W	Production and Distribution of Writing	W.3.6	"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others."
English	3	Writing	W	Research to Build and Present Knowledge	W.3.7	Conduct short research projects that build knowledge about a topic.
English	3	Writing	W	Research to Build and Present Knowledge	W.3.8	Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.
English	3	Writing	W	Range of Writing	W.3.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English	4	Language	L	Conventions of Standard English	L.4.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
English	4	Language	L	Conventions of Standard English	L.4.1.A	"Use relative pronouns (who, whose, whom, which, that) and relative adverbs (where, when, why)."
English	4	Language	L	Conventions of Standard English	L.4.1.B	"Form and use the progressive (e.g., I was walking; I am walking; I will be walking) verb tenses."
English	4	Language	L	Conventions of Standard English	L.4.1.C	"Use modal auxiliaries (e.g., can, may, must) to convey various conditions."
English	4	Language	L	Conventions of Standard English	L.4.1.D	"Order adjectives within sentences according to conventional patterns (e.g., a small red bag rather than a red small bag)."
English	4	Language	L	Conventions of Standard English	L.4.1.E	Form and use prepositional phrases.
English	4	Language	L	Conventions of Standard English	L.4.1.F	"Produce complete sentences, recognizing and correcting inappropriate fragments and run-ons."
English	4	Language	L	Conventions of Standard English	L.4.1.G	"Correctly use frequently confused words (e.g., to, too, two; there, their)."
English	4	Language	L	Conventions of Standard English	L.4.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
English	4	Language	L	Conventions of Standard English	L.4.2.A	Use correct capitalization.
English	4	Language	L	Conventions of Standard English	L.4.2.B	Use commas and quotation marks to mark direct speech and quotations from a text.
English	4	Language	L	Conventions of Standard English	L.4.2.C	Use a comma before a coordinating conjunction in a compound sentence.
English	4	Language	L	Conventions of Standard English	L.4.2.D	"Spell grade-appropriate words correctly, consulting references as needed."
English	4	Language	L	Knowledge of Language	L.4.3	"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
English	4	Language	L	Knowledge of Language	L.4.3.A	Choose words and phrases to convey ideas precisely.
English	4	Language	L	Knowledge of Language	L.4.3.B	Choose punctuation for effect.
English	4	Language	L	Knowledge of Language	L.4.3.C	"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion)."
English	4	Language	L	Vocabulary Acquisition and Use	L.4.4	"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies."
English	4	Language	L	Vocabulary Acquisition and Use	L.4.4.A	"Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase."
English	4	Language	L	Vocabulary Acquisition and Use	L.4.4.B	"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., telegraph, photograph, autograph)."
English	4	Language	L	Vocabulary Acquisition and Use	L.4.4.C	"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases."
English	4	Language	L	Vocabulary Acquisition and Use	L.4.5	"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
English	4	Language	L	Vocabulary Acquisition and Use	L.4.5.A	"Explain the meaning of simple similes and metaphors (e.g., as pretty as a picture) in context."
English	4	Language	L	Vocabulary Acquisition and Use	L.4.5.B	"Recognize and explain the meaning of common idioms, adages, and proverbs."
English	4	Language	L	Vocabulary Acquisition and Use	L.4.5.C	Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).
English	4	Language	L	Vocabulary Acquisition and Use	L.4.6	"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation)."
English	4	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.4.3	Know and apply grade-level phonics and word analysis skills in decoding words.
English	4	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.4.3.A	"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context."
English	4	Reading: Foundational Skills	RF	Fluency	RF.4.4	Read with sufficient accuracy and fluency to support comprehension.
English	4	Reading: Foundational Skills	RF	Fluency	RF.4.4.A	Read on-level text with purpose and understanding.
English	4	Reading: Foundational Skills	RF	Fluency	RF.4.4.B	"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings."
English	4	Reading: Foundational Skills	RF	Fluency	RF.4.4.C	"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
English	4	Reading: Informational Text	RI	Key Ideas and Details	RI.4.1	Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.
English	4	Reading: Informational Text	RI	Key Ideas and Details	RI.4.2	Determine the main idea of a text and explain how it is supported by key details; summarize the text.
English	4	Reading: Informational Text	RI	Key Ideas and Details	RI.4.3	"Explain events, procedures, ideas, or concepts in a historical, scientific, or technical text, including what happened and why, based on specific information in the text."
English	4	Reading: Informational Text	RI	Craft and Structure	RI.4.4	Determine the meaning of general academic and domain-specific words or phrases in a text relevant to a grade 4 topic or subject area.
English	4	Reading: Informational Text	RI	Craft and Structure	RI.4.5	"Describe the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in a text or part of a text."
English	4	Reading: Informational Text	RI	Craft and Structure	RI.4.6	Compare and contrast a firsthand and secondhand account of the same event or topic; describe the differences in focus and the information provided.
English	4	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.4.7	"Interpret information presented visually, orally, or quantitatively (e.g., in charts, graphs, diagrams, time lines, animations, or interactive elements on Web pages) and explain how the information contributes to an understanding of the text in which it appears."
English	4	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.4.8	Explain how an author uses reasons and evidence to support particular points in a text.
English	4	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.4.9	Integrate information from two texts on the same topic in order to write or speak about the subject knowledgeably.
English	4	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.4.10	"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 4‰ÛÒ5 text complexity band proficiently, with scaffolding as needed at the high end of the range."
English	4	Reading: Literature	RL	Key Ideas and Details	RL.4.1	Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.
English	4	Reading: Literature	RL	Range of Reading and Complexity of Text	RL.4.10	"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, in the grades 4‰ÛÒ5 text complexity band proficiently, with scaffolding as needed at the high end of the range."
English	4	Reading: Literature	RL	Key Ideas and Details	RL.4.2	"Determine a theme of a story, drama, or poem from details in the text; summarize the text."
English	4	Reading: Literature	RL	Key Ideas and Details	RL.4.3	"Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character‰Ûªs thoughts, words, or actions)."
English	4	Reading: Literature	RL	Craft and Structure	RL.4.4	"Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean)."
English	4	Reading: Literature	RL	Craft and Structure	RL.4.5	"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text."
English	4	Reading: Literature	RL	Craft and Structure	RL.4.6	"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations."
English	4	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.4.7	"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text."
English	4	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.4.9	"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures."
English	4	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.4.1	"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 4 topics and texts, building on others‰Ûª ideas and expressing their own clearly."
English	4	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.4.1.A	"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion."
English	4	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.4.1.B	Follow agreed-upon rules for discussions and carry out assigned roles.
English	4	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.4.1.C	"Pose and respond to specific questions to clarify or follow up on information, and make comments that contribute to the discussion and link to the remarks of others."
English	4	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.4.1.D	Review the key ideas expressed and explain their own ideas and understanding in light of the discussion.
English	4	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.4.2	"Paraphrase portions of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally."
English	4	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.4.3	Identify the reasons and evidence a speaker provides to support particular points.
English	4	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.4.4	"Report on a topic or text, tell a story, or recount an experience in an organized manner, using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace."
English	4	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.4.5	Add audio recordings and visual displays to presentations when appropriate to enhance the development of main ideas or themes.
English	4	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.4.6	"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion); use formal English when appropriate to task and situation."
English	4	Writing	W	Text Types and Purposes	W.4.1	"Write opinion pieces on topics or texts, supporting a point of view with reasons and information."
English	4	Writing	W	Text Types and Purposes	W.4.1.A	"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer‰Ûªs purpose."
English	4	Writing	W	Text Types and Purposes	W.4.1.B	Provide reasons that are supported by facts and details.
English	4	Writing	W	Text Types and Purposes	W.4.1.C	"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition)."
English	4	Writing	W	Text Types and Purposes	W.4.1.D	Provide a concluding statement or section related to the opinion presented.
English	4	Writing	W	Range of Writing	W.4.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English	4	Writing	W	Text Types and Purposes	W.4.2	Write informative/explanatory texts to examine a topic and convey ideas and information clearly.
English	4	Writing	W	Text Types and Purposes	W.4.2.A	"Introduce a topic clearly and group related information in paragraphs and sections; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension."
English	4	Writing	W	Text Types and Purposes	W.4.2.B	"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic."
English	4	Writing	W	Text Types and Purposes	W.4.2.C	"Link ideas within categories of information using words and phrases (e.g., another, for example, also, because)."
English	4	Writing	W	Text Types and Purposes	W.4.2.D	Use precise language and domain-specific vocabulary to inform about or explain the topic.
English	4	Writing	W	Text Types and Purposes	W.4.2.E	Provide a concluding statement or section related to the information or explanation presented.
English	4	Writing	W	Text Types and Purposes	W.4.3	"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences."
English	4	Writing	W	Text Types and Purposes	W.4.3.A	Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.
English	4	Writing	W	Text Types and Purposes	W.4.3.B	Use dialogue and description to develop experiences and events or show the responses of characters to situations.
English	4	Writing	W	Text Types and Purposes	W.4.3.C	Use a variety of transitional words and phrases to manage the sequence of events.
English	4	Writing	W	Text Types and Purposes	W.4.3.D	Use concrete words and phrases and sensory details to convey experiences and events precisely.
English	4	Writing	W	Text Types and Purposes	W.4.3.E	Provide a conclusion that follows from the narrated experiences or events.
English	4	Writing	W	Production and Distribution of Writing	W.4.4	"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience."
English	4	Writing	W	Production and Distribution of Writing	W.4.5	"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing."
English	4	Writing	W	Production and Distribution of Writing	W.4.6	"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of one page in a single sitting."
English	4	Writing	W	Research to Build and Present Knowledge	W.4.7	Conduct short research projects that build knowledge through investigation of different aspects of a topic.
English	4	Writing	W	Research to Build and Present Knowledge	W.4.8	"Recall relevant information from experiences or gather relevant information from print and digital sources; take notes and categorize information, and provide a list of sources."
English	4	Writing	W	Research to Build and Present Knowledge	W.4.9	"Draw evidence from literary or informational texts to support analysis, reflection, and research."
English	4	Writing	W	Research to Build and Present Knowledge	W.4.9.A	"Apply grade 4 Reading standards to literature (e.g., ‰ÛÏDescribe in depth a character, setting, or event in a story or drama, drawing on specific details in the text [e.g., a character‰Ûªs thoughts, words, or actions].‰Ûù)."
English	4	Writing	W	Research to Build and Present Knowledge	W.4.9.B	"Apply grade 4 Reading standards to informational texts (e.g., ‰ÛÏExplain how an author uses reasons and evidence to support particular points in a text‰Ûù)."
English	5	Language	L	Conventions of Standard English	L.5.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
English	5	Language	L	Conventions of Standard English	L.5.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
English	5	Language	L	Knowledge of Language	L.5.3	"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
English	5	Language	L	Knowledge of Language	L.5.3.A	"Expand, combine, and reduce sentences for meaning, reader/listener interest, and style."
English	5	Language	L	Knowledge of Language	L.5.3.B	"Compare and contrast the varieties of English (e.g., dialects, registers) used in stories, dramas, or poems."
English	5	Language	L	Vocabulary acquisition and Use	L.5.4	"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 5 reading and content, choosing flexibly from a range of strategies."
English	5	Language	L	Vocabulary acquisition and Use	L.5.4.A	"Use context (e.g., cause/effect relationships and comparisons in text) as a clue to the meaning of a word or phrase."
English	5	Language	L	Vocabulary acquisition and Use	L.5.4.B	"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., photograph, photosynthesis)."
English	5	Language	L	Vocabulary acquisition and Use	L.5.4.C	"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases."
English	5	Language	L	Vocabulary acquisition and Use	L.5.5	"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
English	5	Language	L	Vocabulary acquisition and Use	L.5.5.A	"Interpret figurative language, including similes and metaphors, in context."
English	5	Language	L	Vocabulary acquisition and Use	L.5.5.B	"Recognize and explain the meaning of common idioms, adages, and proverbs."
English	5	Language	L	Vocabulary acquisition and Use	L.5.5.C	"Use the relationship between particular words (e.g., synonyms, antonyms, homographs) to better understand each of the words."
English	5	Language	L	Vocabulary acquisition and Use	L.5.6	"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., however, although, nevertheless, similarly, moreover, in addition)."
English	5	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.5.3	Know and apply grade-level phonics and word analysis skills in decoding words.
English	5	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.5.3.A	"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context."
English	5	Reading: Foundational Skills	RF	Fluency	RF.5.4	Read with sufficient accuracy and fluency to support comprehension.
English	5	Reading: Foundational Skills	RF	Fluency	RF.5.4.A	Read on-level text with purpose and understanding.
English	5	Reading: Foundational Skills	RF	Fluency	RF.5.4.B	"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings."
English	5	Reading: Foundational Skills	RF	Fluency	RF.5.4.C	"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
English	5	Reading: Informational Text	RI	Key Ideas and Details	RI.5.1	Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.
English	5	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.5.10	"By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 4‰ÛÒ5 text complexity band independently and proficiently."
English	5	Reading: Informational Text	RI	Key Ideas and Details	RI.5.2	Determine two or more main ideas of a text and explain how they are supported by key details; summarize the text.
English	5	Reading: Informational Text	RI	Key Ideas and Details	RI.5.3	"Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a historical, scientific, or technical text based on specific information in the text."
English	5	Reading: Informational Text	RI	Craft and Structure	RI.5.4	Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 5 topic or subject area.
English	5	Reading: Informational Text	RI	Craft and Structure	RI.5.5	"Compare and contrast the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in two or more texts."
English	5	Reading: Informational Text	RI	Craft and Structure	RI.5.6	"Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent."
English	5	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.5.7	"Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently."
English	5	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.5.8	"Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s)."
English	5	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.5.9	Integrate information from several texts on the same topic in order to write or speak about the subject knowledgeably.
English	5	Reading: Literature	RL	Key Ideas and Details	RL.5.1	Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.
English	5	Reading: Literature	RL	Range of Reading and Complexity of Text	RL.5.10	"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4‰ÛÒ5 text complexity band independently and proficiently."
English	5	Reading: Literature	RL	Key Ideas and Details	RL.5.2	"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text."
English	5	Reading: Literature	RL	Key Ideas and Details	RL.5.3	"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact)."
English	5	Reading: Literature	RL	Craft and Structure	RL.5.4	"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes."
English	5	Reading: Literature	RL	Craft and Structure	RL.5.5	"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem."
English	5	Reading: Literature	RL	Craft and Structure	RL.5.6	Describe how a narrator‰Ûªs or speaker‰Ûªs point of view influences how events are described.
English	5	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.5.7	"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem)."
English	5	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.5.9	"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics."
English	5	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.5.1	"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 5 topics and texts, building on others‰Ûª ideas and expressing their own clearly."
English	5	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.5.1.A	"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion."
English	5	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.5.1.B	Follow agreed-upon rules for discussions and carry out assigned roles.
English	5	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.5.1.C	Pose and respond to specific questions by making comments that contribute to the discussion and elaborate on the remarks of others.
English	5	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.5.1.D	Review the key ideas expressed and draw conclusions in light of information and knowledge gained from the discussions.
English	5	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.5.2	"Summarize a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally."
English	5	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.5.3	Summarize the points a speaker makes and explain how each claim is supported by reasons and evidence.
English	5	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.5.4	"Report on a topic or text or present an opinion, sequencing ideas logically and using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace."
English	5	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.5.5	"Include multimedia components (e.g., graphics, sound) and visual displays in presentations when appropriate to enhance the development of main ideas or themes."
English	5	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.5.6	"Adapt speech to a variety of contexts and tasks, using formal English when appropriate to task and situation."
English	5	Writing	W	Text Types and Purposes	W.5.1	"Write opinion pieces on topics or texts, supporting a point of view with reasons and information."
English	5	Writing	W	Text Types and Purposes	W.5.1.A	"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which ideas are logically grouped to support the writer‰Ûªs purpose."
English	5	Writing	W	Text Types and Purposes	W.5.1.B	Provide logically ordered reasons that are supported by facts and details.
English	5	Writing	W	Text Types and Purposes	W.5.1.C	"Link opinion and reasons using words, phrases, and clauses (e.g., consequently, specifically)."
English	5	Writing	W	Text Types and Purposes	W.5.1.D	Provide a concluding statement or section related to the opinion presented.
English	5	Writing	W	Range of Writing	W.5.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English	5	Writing	W	Text Types and Purposes	W.5.2	Write informative/explanatory texts to examine a topic and convey ideas and information clearly.
English	5	Writing	W	Text Types and Purposes	W.5.2.A	"Introduce a topic clearly, provide a general observation and focus, and group related information logically; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension."
English	5	Writing	W	Text Types and Purposes	W.5.2.B	"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic."
English	5	Writing	W	Text Types and Purposes	W.5.2.C	"Link ideas within and across categories of information using words, phrases, and clauses (e.g., in contrast, especially)."
English	5	Writing	W	Text Types and Purposes	W.5.2.D	Use precise language and domain-specific vocabulary to inform about or explain the topic.
English	5	Writing	W	Text Types and Purposes	W.5.2.E	Provide a concluding statement or section related to the information or explanation presented.
English	5	Writing	W	Text Types and Purposes	W.5.3	"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences."
English	5	Writing	W	Text Types and Purposes	W.5.3.A	Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.
English	5	Writing	W	Text Types and Purposes	W.5.3.B	"Use narrative techniques, such as dialogue, description, and pacing, to develop experiences and events or show the responses of characters to situations."
English	5	Writing	W	Text Types and Purposes	W.5.3.C	"Use a variety of transitional words, phrases, and clauses to manage the sequence of events."
English	5	Writing	W	Text Types and Purposes	W.5.3.D	Use concrete words and phrases and sensory details to convey experiences and events precisely.
English	5	Writing	W	Text Types and Purposes	W.5.3.E	Provide a conclusion that follows from the narrated experiences or events.
English	5	Writing	W	Production and Distribution of Writing	W.5.4	"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience."
English	5	Writing	W	Production and Distribution of Writing	W.5.5	"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
