subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard		
Math	Grade: 6	Expressions & Equations	EE	Algebraic expressions	6.EE.A.3	Apply the properties of operations to generate equivalent expressions.		
Math	Grade: 6	Expressions & Equations	EE	Algebraic expressions	6.EE.A.4	"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for."		
Math	Grade: 6	Expressions & Equations	EE	One-variable equations and expressions	6.EE.B.5	"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true."		
Math	Grade: 6	Expressions & Equations	EE	One-variable equations and expressions	6.EE.B.6	"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set."		
Math	Grade: 6	Expressions & Equations	EE	One-variable equations and expressions	6.EE.B.7	"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers."		
Math	Grade: 6	Expressions & Equations	EE	One-variable equations and expressions	6.EE.B.8	Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.		
Math	Grade: 6	Expressions & Equations	EE	Dependent and independent variables	6.EE.C.9	"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time."		
Math	Grade: 6	Geometry	G	"Area, surface area, and volume problems"	6.G.A.1	"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."		
Math	Grade: 6	Geometry	G	"Area, surface area, and volume problems"	6.G.A.2	"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = l w h and V = b h to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems."		
Math	Grade: 6	Geometry	G	"Area, surface area, and volume problems"	6.G.A.3	Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.		
Math	Grade: 6	Geometry	G	"Area, surface area, and volume problems"	6.G.A.4	"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems."		
Math	Grade: 6	The Number System	NS	Dividing fractions by fractions	6.NS.A.1	"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) í‡ (3/4) and use a visual fraction model to show the quotient; use the relationship between multiplication and division to explain that (2/3) í‡ (3/4) = 8/9 because 3/4 of 8/9 is 2/3. (In general, (a/b) í‡ (c/d) = ad/bc.) How much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 3/4-cup servings are in 2/3 of a cup of yogurt? How wide is a rectangular strip of land with length 3/4 mi and area 1/2 square mi?"		
Math	Grade: 6	The Number System	NS	Fluent computation and common factors and multiples	6.NS.B.2	Fluently divide multi-digit numbers using the standard algorithm.		
Math	Grade: 6	The Number System	NS	Fluent computation and common factors and multiples	6.NS.B.3	"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation."		
Math	Grade: 6	The Number System	NS	Fluent computation and common factors and multiples	6.NS.B.4	"Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1äóñ100 with a common factor as a multiple of a sum of two whole numbers with no common factor. For example, express 36 + 8 as 4 (9 + 2)."		
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.5	"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation."		
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.6	Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.		
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.6.a	"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., äóñ(äóñ3) = 3, and that 0 is its own opposite."		
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.6.b	"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes."		
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.6.c	Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.		
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.7	Understand ordering and absolute value of rational numbers.		
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.7.a	"Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram. For example, interpret äóñ3 > äóñ7 as a statement that äóñ3 is located to the right of äóñ7 on a number line oriented from left to right."		
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.7.b	"Write, interpret, and explain statements of order for rational numbers in real-world contexts. For example, write äóñ3&#176C > äóñ7&#176C to express the fact that äóñ3&#176C is warmer than äóñ7&#176C."	This standard contains the degree symbol. Replaced degree with html code: &#176 	
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.7.c	"Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. For example, for an account balance of äóñ30 dollars, write |äóñ30| = 30 to describe the size of the debt in dollars."		
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.7.d	"Distinguish comparisons of absolute value from statements about order. For example, recognize that an account balance less than äóñ30 dollars represents a debt greater than 30 dollars."		
Math	Grade: 6	The Number System	NS	Rational number system	6.NS.C.8	Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.		
Math	Grade: 6	Ratios & Proportional Relationships	RP	Reasoning with ratios	6.RP.A.1	"Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, äóìThe ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.äó äóìFor every vote candidate A received, candidate C received nearly three votes.äó"		
Math	Grade: 6	Ratios & Proportional Relationships	RP	Reasoning with ratios	6.RP.A.2	"Understand the concept of a unit rate a/b associated with a ratio a:b with b =’Ÿ 0, and use rate language in the context of a ratio relationship. For example, äóìThis recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.äó äóìWe paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.äó1"		
Math	Grade: 6	Ratios & Proportional Relationships	RP	Reasoning with ratios	6.RP.A.3	"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."		
Math	Grade: 6	Ratios & Proportional Relationships	RP	Reasoning with ratios	6.RP.A.3.a	"Make tables of equivalent ratios relating quantities with whole- number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane. Use tables to compare ratios."		
Math	Grade: 6	Ratios & Proportional Relationships	RP	Reasoning with ratios	6.RP.A.3.b	"Solve unit rate problems including those involving unit pricing and constant speed. For example, if it took 7 hours to mow 4 lawns, then at that rate, how many lawns could be mowed in 35 hours? At what rate were lawns being mowed?"		
Math	Grade: 6	Ratios & Proportional Relationships	RP	Reasoning with ratios	6.RP.A.3.c	"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent."		
Math	Grade: 6	Ratios & Proportional Relationships	RP	Reasoning with ratios	6.RP.A.3.d	Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.		
Math	Grade: 6	Statistics & Probability	SP	Statistical variability	6.SP.A.1	"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, äóìHow old am I?äó is not a statistical question, but äóìHow old are the students in my school?äó is a statistical question because one anticipates variability in studentsäó» ages."		
Math	Grade: 6	Statistics & Probability	SP	Statistical variability	6.SP.A.2	"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape."		
Math	Grade: 6	Statistics & Probability	SP	Statistical variability	6.SP.A.3	"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number."		
Math	Grade: 6	Statistics & Probability	SP	Distributions	6.SP.B.4	"Display numerical data in plots on a number line, including dot plots, histograms, and box plots."		
Math	Grade: 6	Statistics & Probability	SP	Distributions	6.SP.B.5	"Summarize numerical data sets in relation to their context, such as by:"		
Math	Grade: 6	Statistics & Probability	SP	Distributions	6.SP.B.5.a	Reporting the number of observations.		
Math	Grade: 6	Statistics & Probability	SP	Distributions	6.SP.B.5.b	"Describing the nature of the attribute under investigation, including how it was measured and its units of measurement."		
Math	Grade: 6	Statistics & Probability	SP	Distributions	6.SP.B.5.c	"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered."		
Math	Grade: 6	Statistics & Probability	SP	Distributions	6.SP.B.5.d	Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered.		
Math	Grade: 7	Expressions & Equations	EE	Equivalent expressions	7.EE.A.1	"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients."		
Math	Grade: 7	Expressions & Equations	EE	Equivalent expressions	7.EE.A.2	"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that äóìincrease by 5%äó is the same as äóìmultiply by 1.05.äó"		
Math	Grade: 7	Expressions & Equations	EE	Problems involving numerical and algebraic expressions and equations	7.EE.B.3	"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation."		
Math	Grade: 7	Expressions & Equations	EE	Problems involving numerical and algebraic expressions and equations	7.EE.B.4	"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."		
Math	Grade: 7	Expressions & Equations	EE	Problems involving numerical and algebraic expressions and equations	7.EE.B.4.a	"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?"		
Math	Grade: 7	Expressions & Equations	EE	Problems involving numerical and algebraic expressions and equations	7.EE.B.4.b	"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions."		
Math	Grade: 7	Geometry	G	Geometrical figures	7.G.A.1	"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale."		
Math	Grade: 7	Geometry	G	Geometrical figures	7.G.A.2	"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle."		
Math	Grade: 7	Geometry	G	Geometrical figures	7.G.A.3	"Describe the two-dimensional figures that result from slicing three- dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids."		
Math	Grade: 7	Geometry	G	"Angle measure, area, surface area, and volume problems"	7.G.B.4	Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.		
Math	Grade: 7	Geometry	G	"Angle measure, area, surface area, and volume problems"	7.G.B.5	"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure."		
Math	Grade: 7	Geometry	G	"Angle measure, area, surface area, and volume problems"	7.G.B.6	"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms."		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.1	Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.1.a	"Describe situations in which opposite quantities combine to make 0. For example, a hydrogen atom has 0 charge because its two constituents are oppositely charged."		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.1.b	"Understand p + q as the number located a distance |q| from p, in the positive or negative direction depending on whether q is positive or negative. Show that a number and its opposite have a sum of 0 (are additive inverses). Interpret sums of rational numbers by describing real-world contexts."		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.1.c	"Understand subtraction of rational numbers as adding the additive inverse, p äóñ q = p + (äóñq). Show that the distance between two rational numbers on the number line is the absolute value of their difference, and apply this principle in real-world contexts."		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.1.d	Apply properties of operations as strategies to add and subtract rational numbers.		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.2	Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.2.a	"Understand that multiplication is extended from fractions to rational numbers by requiring that operations continue to satisfy the properties of operations, particularly the distributive property, leading to products such as (äóñ1)(äóñ1) = 1 and the rules for multiplying signed numbers. Interpret products of rational numbers by describing real-world contexts."		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.2.b	"Understand that integers can be divided, provided that the divisor is not zero, and every quotient of integers (with non-zero divisor) is a rational number. If p and q are integers, then äóñ(p/q) = (äóñp)/q = p/(äóñq). Interpret quotients of rational numbers by describing real- world contexts."		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.2.c	Apply properties of operations as strategies to multiply and divide rational numbers.		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.2.d	Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.		
Math	Grade: 7	The Number System	NS	Four operations with rational numbers	7.NS.A.3	Solve real-world and mathematical problems involving the four operations with rational numbers.		
Math	Grade: 7	Ratios & Proportional Relationships	RP	Analyzing proportional relationships	7.RP.A.1	"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units. For example, if a person walks 1/2 mile in each 1/4 hour, compute the unit rate as the complex fraction 1/2/1/4 miles per hour, equivalently 2 miles per hour."		
Math	Grade: 7	Ratios & Proportional Relationships	RP	Analyzing proportional relationships	7.RP.A.2	Recognize and represent proportional relationships between quantities.		
Math	Grade: 7	Ratios & Proportional Relationships	RP	Analyzing proportional relationships	7.RP.A.2.a	"Decide whether two quantities are in a proportional relationship, e.g., by testing for equivalent ratios in a table or graphing on a coordinate plane and observing whether the graph is a straight line through the origin."		
Math	Grade: 7	Ratios & Proportional Relationships	RP	Analyzing proportional relationships	7.RP.A.2.b	"Identify the constant of proportionality (unit rate) in tables, graphs, equations, diagrams, and verbal descriptions of proportional relationships."		
Math	Grade: 7	Ratios & Proportional Relationships	RP	Analyzing proportional relationships	7.RP.A.2.c	"Represent proportional relationships by equations. For example, if total cost t is proportional to the number n of items purchased at a constant price p, the relationship between the total cost and the number of items can be expressed as t = pn."		
Math	Grade: 7	Ratios & Proportional Relationships	RP	Analyzing proportional relationships	7.RP.A.2.d	"Explain what a point (x, y) on the graph of a proportional relationship means in terms of the situation, with special attention to the points (0, 0) and (1, r) where r is the unit rate."		
Math	Grade: 7	Ratios & Proportional Relationships	RP	Analyzing proportional relationships	7.RP.A.3	"Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error."		
Math	Grade: 7	Statistics & Probability	SP	Random sampling	7.SP.A.1	Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.		
Math	Grade: 7	Statistics & Probability	SP	Random sampling	7.SP.A.2	"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be."		
Math	Grade: 7	Statistics & Probability	SP	Comparing two populations	7.SP.B.3	"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable."		
Math	Grade: 7	Statistics & Probability	SP	Comparing two populations	7.SP.B.4	"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book."		
Math	Grade: 7	Statistics & Probability	SP	Chance processes and probability models	7.SP.C.5	"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event."		
Math	Grade: 7	Statistics & Probability	SP	Chance processes and probability models	7.SP.C.6	"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times."		
Math	Grade: 7	Statistics & Probability	SP	Chance processes and probability models	7.SP.C.7	"Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy."		
Math	Grade: 7	Statistics & Probability	SP	Chance processes and probability models	7.SP.C.7.a	"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected."		
Math	Grade: 7	Statistics & Probability	SP	Chance processes and probability models	7.SP.C.7.b	"Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?"		
Math	Grade: 7	Statistics & Probability	SP	Chance processes and probability models	7.SP.C.8	"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation."		
Math	Grade: 7	Statistics & Probability	SP	Chance processes and probability models	7.SP.C.8.a	"Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs."		
Math	Grade: 7	Statistics & Probability	SP	Chance processes and probability models	7.SP.C.8.b	"Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., äóìrolling double sixesäó), identify the outcomes in the sample space which compose the event."		
Math	Grade: 7	Statistics & Probability	SP	Chance processes and probability models	7.SP.C.8.c	"Design and use a simulation to generate frequencies for compound events. For example, use random digits as a simulation tool to approximate the answer to the question: If 40% of donors have type A blood, what is the probability that it will take at least 4 donors to find one with type A blood?"		
Math	Grade: 8	Expressions & Equations	EE	Radicals and integer exponents	8.EE.A.1	"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32 í„ 3äóñ5 = 3äóñ3 = 1/33 = 1/27."		
Math	Grade: 8	Expressions & Equations	EE	Radicals and integer exponents	8.EE.A.2	"Use square root and cube root symbols to represent solutions to equations of the form x2 = p and x3 = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that äš_2 is irrational."		
Math	Grade: 8	Expressions & Equations	EE	Radicals and integer exponents	8.EE.A.3	"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. For example, estimate the population of the United States as 3 í„ 108 and the population of the world as 7 í„ 109, and determine that the world population is more than 20 times larger."		
Math	Grade: 8	Expressions & Equations	EE	Radicals and integer exponents	8.EE.A.4	"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology."		
Math	Grade: 8	Expressions & Equations	EE	"Proportional relationships, lines, and linear equations"	8.EE.B.5	"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed."		
Math	Grade: 8	Expressions & Equations	EE	"Proportional relationships, lines, and linear equations"	8.EE.B.6	Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b.		
Math	Grade: 8	Expressions & Equations	EE	Linear equations and pairs of linear equations	8.EE.C.7	Solve linear equations in one variable.		
Math	Grade: 8	Expressions & Equations	EE	Linear equations and pairs of linear equations	8.EE.C.7.a	"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form x = a, a = a, or a = b results (where a and b are different numbers)."		
Math	Grade: 8	Expressions & Equations	EE	Linear equations and pairs of linear equations	8.EE.C.7.b	"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms."		
Math	Grade: 8	Expressions & Equations	EE	Linear equations and pairs of linear equations	8.EE.C.8	Analyze and solve pairs of simultaneous linear equations.		
Math	Grade: 8	Expressions & Equations	EE	Linear equations and pairs of linear equations	8.EE.C.8.a	"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously."		
Math	Grade: 8	Expressions & Equations	EE	Linear equations and pairs of linear equations	8.EE.C.8.b	"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection. For example, 3x + 2y = 5 and 3x + 2y = 6 have no solution because 3x + 2y cannot simultaneously be 5 and 6."		
Math	Grade: 8	Expressions & Equations	EE	Linear equations and pairs of linear equations	8.EE.C.8.c	"Solve real-world and mathematical problems leading to two linear equations in two variables. For example, given coordinates for two pairs of points, determine whether the line through the first pair of points intersects the line through the second pair."		
Math	Grade: 8	Functions	F	Defining functions	8.F.A.1	Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.		
Math	Grade: 8	Functions	F	Defining functions	8.F.A.2	"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change."		
Math	Grade: 8	Functions	F	Defining functions	8.F.A.3	"Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. For example, the function A = s2 giving the area of a square as a function of its side length is not linear because its graph contains the points (1,1), (2,4) and (3,9), which are not on a straight line."		
Math	Grade: 8	Functions	F	Functions as models	8.F.B.4	"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values."		
Math	Grade: 8	Functions	F	Functions as models	8.F.B.5	"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally."		
Math	Grade: 8	Geometry	G	Congruence and similarity	8.G.A.1	"Verify experimentally the properties of rotations, reflections, and translations:"		
Math	Grade: 8	Geometry	G	Congruence and similarity	8.G.A.1.a	"Lines are taken to lines, and line segments to line segments of the same length."		
Math	Grade: 8	Geometry	G	Congruence and similarity	8.G.A.1.b	Angles are taken to angles of the same measure.		
Math	Grade: 8	Geometry	G	Congruence and similarity	8.G.A.1.c	Parallel lines are taken to parallel lines.		
Math	Grade: 8	Geometry	G	Congruence and similarity	8.G.A.2	"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them."		
Math	Grade: 8	Geometry	G	Congruence and similarity	8.G.A.3	"Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates."		
Math	Grade: 8	Geometry	G	Congruence and similarity	8.G.A.4	"Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two- dimensional figures, describe a sequence that exhibits the similarity between them."		
Math	Grade: 8	Geometry	G	Congruence and similarity	8.G.A.5	"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so."		
Math	Grade: 8	Geometry	G	The Pythagorean theorem	8.G.B.6	Explain a proof of the Pythagorean Theorem and its converse.		
Math	Grade: 8	Geometry	G	The Pythagorean theorem	8.G.B.7	Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.		
Math	Grade: 8	Geometry	G	The Pythagorean theorem	8.G.B.8	Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.		
Math	Grade: 8	Geometry	G	"Problems involving volume of cylinders, cones, and spheres"	8.G.C.9	"Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems."		
Math	Grade: 8	The Number System	NS	Approximating irrational numbers	8.NS.A.1	"Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number."		
Math	Grade: 8	The Number System	NS	Approximating irrational numbers	8.NS.A.2	"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., “ó2). For example, by truncating the decimal expansion of äš_2, show that äš_2 is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations."		
Math	Grade: 8	Statistics & Probability	SP	Bivariate data	8.SP.A.1	"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association."		
Math	Grade: 8	Statistics & Probability	SP	Bivariate data	8.SP.A.2	"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line."		
